GOID,ORF,Gene,ORFDesc,Known Terms,Predicted Term,Type,Nt,p80,Pinit,Pmrf,Deg,LDeg,TDeg,Etdeg,Imp
30364,YOR179C,YOR179C,,p:?; f:?; c:?,cleavage/polyadenylation specificity factor,f,13,0.4,0.91935,0.99959,4,3,2,3,N
314,YOR205C,YOR205C,,p:?; f:?; c:?,organellar small ribosomal subunit,c,24,0.3,0.61238,0.61238,1,1,1,1,Y
5763,YOR205C,YOR205C,,p:?; f:?; c:?,mitochondrial small ribosomal subunit,c,24,0.3,0.61238,0.61238,1,1,1,1,N
3723,YOR206W,NOC2,,p:?; f:?; c:nucleus,RNA binding,f,230,0.7,0.031152,1,17,8,3,11.9978,Y
16070,YOR206W,NOC2,,p:?; f:?; c:nucleus,RNA metabolism,p,256,0.9,0.02661,0.99825,17,11,3,8.1109,N
3702,YOR220W,YOR220W,,p:?; f:?; c:?,RNA polymerase II transcription factor,f,96,0.4,0.44171,0.44171,6,6,2,2,N
6352,YOR220W,YOR220W,,p:?; f:?; c:?,transcription initiation,p,48,0.4,0.61001,0.61001,6,6,2,2,Y
6367,YOR220W,YOR220W,,p:?; f:?; c:?,transcription initiation from Pol II promoter,p,38,0.5,0.56735,0.56735,6,6,2,2,N
143,YOR231W,MKK1,MAP kinase kinase (MEK),f:MAP kinase kinase; p:protein amino acid phosphorylation; p:signal transduction; c:?,actin cap (sensu Saccharomyces),c,26,0.9,0.62313,0.98757,6,4,2,3.1653,N
314,YOR243C,PUS7,pseudouridylate U2 snRNA at position 35,p:?; f:?; c:?,organellar small ribosomal subunit,c,24,0.3,0.97881,0.97881,4,4,2,2,Y
3735,YOR243C,PUS7,pseudouridylate U2 snRNA at position 35,p:?; f:?; c:?,structural constituent of ribosome,f,128,0.6,0.92664,0.92664,4,4,2,2,N
5763,YOR243C,PUS7,pseudouridylate U2 snRNA at position 35,p:?; f:?; c:?,mitochondrial small ribosomal subunit,c,24,0.3,0.97881,0.97881,4,4,2,2,N
15935,YOR243C,PUS7,pseudouridylate U2 snRNA at position 35,p:?; f:?; c:?,small ribosomal subunit,c,56,0.5,0.93136,0.93136,4,4,2,2,Y
3723,YOR272W,YTM1,microtubule-associated protein,f:?; c:nucleus; c:nucleolus; p:chromosome organization and biogenesis (sensu Eukarya); p:ribosomal large subunit biogenesis,RNA binding,f,230,0.7,0.0003193,1,22,10,2,12.0318,N
4576,YOR279C,RFM1,DNA-binding protein,p:?; f:?; c:nucleus,oligosaccharyl transferase,f,7,0.1,0.59401,0.59401,1,1,1,1,Y
4579,YOR279C,RFM1,DNA-binding protein,p:?; f:?; c:nucleus,dolichyl-diphospho-oligosaccharide-protein glycosyltransferase,f,7,0.1,0.59401,0.59401,1,1,1,1,N
6487,YOR279C,RFM1,DNA-binding protein,p:?; f:?; c:nucleus,N-linked glycosylation,p,27,0.4,0.49827,0.49827,1,1,1,1,N
15935,YOR285W,YOR285W,,p:?; f:?; c:?,small ribosomal subunit,c,56,0.5,0.079201,0.79779,7,4,1,2.3371,N
6284,YOR378W,YOR378W,,p:?; f:?; c:?,base-excision repair,p,5,0.1,0.26933,0.26864,2,1,1,1.0057,N
151,YPL003W,ULA1,,c:?; f:RUB1 activating enzyme; p:RUB1-protein conjugation,ubiquitin ligase complex,c,21,0.4,0.011246,0.99477,6,4,1,2.9003,Y
152,YPL003W,ULA1,,c:?; f:RUB1 activating enzyme; p:RUB1-protein conjugation,nuclear ubiquitin ligase complex,c,19,0.7,0.011748,0.99393,6,4,1,2.8903,N
3723,YPL012W,RRP12,,f:?; c:ribosome; p:ribosome biogenesis; p:processing of 20S pre-rRNA,RNA binding,f,230,0.7,0.014751,1,14,6,2,9.9745,Y
30515,YPL012W,RRP12,,f:?; c:ribosome; p:ribosome biogenesis; p:processing of 20S pre-rRNA,snoRNA binding,f,28,0.5,0.00012159,1,14,6,0,7.0885,N
74,YPL014W,YPL014W,,p:?; f:?; c:?,regulation of cell cycle,p,99,0.8,0.85937,0.85937,3,3,3,3,N
3700,YPL064C,CWC27,,p:?; f:?; c:?,transcription factor,f,213,0.7,0.32665,0.80697,2,1,1,2,N
6350,YPL064C,CWC27,,p:?; f:?; c:?,transcription,p,93,0.8,0.84435,0.84435,2,2,2,2,N
5478,YPL095C,YPL095C,,p:?; f:?; c:?,intracellular transporter,f,25,0.6,0.00034861,1,5,1,0,4,Y
5484,YPL095C,YPL095C,,p:?; f:?; c:?,SNAP receptor,f,22,0.9,0.00065398,1,5,1,0,4,N
6886,YPL095C,YPL095C,,p:?; f:?; c:?,intracellular protein transport,p,253,0.8,0.017023,0.89477,5,2,0,2.937,N
16192,YPL095C,YPL095C,,p:?; f:?; c:?,vesicle-mediated transport,p,191,0.9,0.12141,0.99697,5,2,1,3.9945,N
3723,YPL151C,PRP46,pre-mRNA splicing factor,f:?; c:spliceosome complex; p:mRNA splicing,RNA binding,f,230,0.7,0.20109,0.99924,16,11,4,8.1577,N
16563,YPL151C,PRP46,pre-mRNA splicing factor,f:?; c:spliceosome complex; p:mRNA splicing,transcriptional activator,f,26,0.6,0.02658,0.99999,16,11,1,5.2023,N
5934,YPL161C,BEM4,,p:establishment of cell polarity (sensu Saccharomyces); f:?; p:Rho protein signal transduction; c:?; p:actin cytoskeleton organization and biogenesis,bud tip,c,20,0.8,0.95107,0.97366,19,14,4,4.2858,N
5940,YPL161C,BEM4,,p:establishment of cell polarity (sensu Saccharomyces); f:?; p:Rho protein signal transduction; c:?; p:actin cytoskeleton organization and biogenesis,septin ring,c,10,0.2,0.89041,0.98009,19,14,3,3.4264,N
145,YPL179W,PPQ1,protein phosphatase Q,f:protein serine/threonine phosphatase; p:regulation of translation; p:protein amino acid dephosphorylation; c:?,exocyst,c,8,0.2,0.2104,0.2104,3,3,1,1,N
5667,YPL181W,RXT1,,p:?; f:?; c:?,transcription factor complex,c,91,0.4,0.79813,0.99101,4,3,2,2.9999,N
6348,YPL181W,RXT1,,p:?; f:?; c:?,chromatin silencing at telomere,p,25,0.9,0.4912,0.92837,4,3,2,2.9989,N
30528,YPL181W,RXT1,,p:?; f:?; c:?,transcription regulator,f,245,0.6,0.17025,0.65182,4,3,1,1.9876,N
4518,YPL194W,DDC1,,p:cell cycle checkpoint; f:?; c:meiotic chromosome,nuclease,f,68,0.5,0.4864,0.52509,7,6,2,2.0872,Y
4527,YPL194W,DDC1,,p:cell cycle checkpoint; f:?; c:meiotic chromosome,exonuclease,f,34,0.4,0.56406,0.63314,7,6,2,2.1074,N
4749,YPL196W,OXR1,,f:?; p:response to oxidative stress; c:?,ribose-phosphate pyrophosphokinase,f,5,0.4,0.43158,0.43158,1,1,1,1,N
16778,YPL196W,OXR1,,f:?; p:response to oxidative stress; c:?,diphosphotransferase,f,6,0.4,0.4437,0.4437,1,1,1,1,Y
3735,YPL208W,YPL208W,,p:?; f:?; c:?,structural constituent of ribosome,f,128,0.6,0.89404,0.95907,5,4,2,2.2651,N
3723,YPL211W,NIP7,,p:ribosomal large subunit assembly and maintenance; f:?; c:nucleolus; c:cytosolic large ribosomal subunit (sensu Eukarya); p:rRNA processing,RNA binding,f,230,0.7,0.00058467,0.99951,12,3,0,7.3453,N
3701,YPL224C,MMT2,,f:?; c:mitochondrion; p:iron homeostasis; c:integral membrane protein,RNA polymerase I transcription factor,f,8,0.1,0.2017,0.2017,1,1,1,1,N
5198,YPL241C,CIN2,tubulin folding cofactor C,f:?; p:microtubule-based process; c:?,structural molecule,f,224,0.9,0.58484,0.91845,5,4,2,2.9996,N
5478,YPL246C,YPL246C,,p:?; f:?; c:?,intracellular transporter,f,25,0.6,0.11141,0.96076,4,3,1,1.9997,Y
5484,YPL246C,YPL246C,,p:?; f:?; c:?,SNAP receptor,f,22,0.9,0.12332,0.94976,4,3,1,1.9995,N
6886,YPL246C,YPL246C,,p:?; f:?; c:?,intracellular protein transport,p,253,0.8,0.64545,0.93563,4,3,2,2.9878,N
16192,YPL246C,YPL246C,,p:?; f:?; c:?,vesicle-mediated transport,p,191,0.9,0.97653,0.99819,4,3,3,3.997,N
5198,YPL269W,KAR9,,p:nuclear migration (sensu Saccharomyces); f:?; c:shmoo tip; c:cell cortex; p:nuclear fusion during karyogamy,structural molecule,f,224,0.9,0.32978,0.9309,8,6,2,3.6296,N
3723,YPR016C,TIF6,,f:?; c:nucleus; c:cytoplasm; p:processing of 27S pre-rRNA; p:ribosomal large subunit biogenesis,RNA binding,f,230,0.7,0.016615,1,45,27,9,26.8282,N
16302,YPR040W,TIP41,,p:?; f:?; c:cytoplasm,phosphatase,f,75,0.9,0.99981,0.99981,10,10,8,8,N
16311,YPR040W,TIP41,,p:?; f:?; c:cytoplasm,dephosphorylation,p,18,0.1,0.46007,0.46007,10,10,2,2,N
16788,YPR040W,TIP41,,p:?; f:?; c:cytoplasm,"hydrolase, acting on ester bonds",f,157,0.7,0.99994,0.99994,10,10,8,8,Y
16791,YPR040W,TIP41,,p:?; f:?; c:cytoplasm,phosphoric monoester hydrolase,f,70,0.9,0.9999,0.9999,10,10,8,8,N
5819,YPR045C,YPR045C,,p:?; f:?; c:?,spindle,c,12,0.2,0.21424,0.21067,2,1,1,1,N
30528,YPR048W,TAH18,,p:?; f:?; c:?,transcription regulator,f,245,0.6,0.71057,0.85593,4,3,2,2.4048,N
151,YPR066W,UBA3,ubiquitin-like protein activating enzyme,f:ubiquitin activating enzyme; p:ubiquitin cycle; c:?; f:RUB1 activating enzyme; p:RUB1-protein conjugation,ubiquitin ligase complex,c,21,0.4,0.052609,0.90096,4,3,1,1.9948,Y
152,YPR066W,UBA3,ubiquitin-like protein activating enzyme,f:ubiquitin activating enzyme; p:ubiquitin cycle; c:?; f:RUB1 activating enzyme; p:RUB1-protein conjugation,nuclear ubiquitin ligase complex,c,19,0.7,0.051165,0.89105,4,3,1,1.9939,N
3902,YPR067W,ISA2,,f:?; c:mitochondrial intermembrane space; p:iron transport,DNA-directed RNA polymerase III,f,16,0.2,0.26539,0.26539,1,1,1,1,N
3899,YPR093C,YPR093C,,p:?; f:?; c:?,DNA-directed RNA polymerase,f,31,0.5,0.99985,0.99984,7,5,4,4.0074,N
6350,YPR093C,YPR093C,,p:?; f:?; c:?,transcription,p,93,0.8,0.99604,0.99552,7,5,4,4.0198,Y
6351,YPR093C,YPR093C,,p:?; f:?; c:?,"transcription, DNA-dependent",p,73,0.9,0.99711,0.99678,7,5,4,4.0148,N
16779,YPR093C,YPR093C,,p:?; f:?; c:?,nucleotidyltransferase,f,63,0.6,0.99911,0.99903,7,5,4,4.0258,Y
3723,YPR101W,SNT309,protein complex component associated with the splicing factor Prp19p,f:?; c:spliceosome complex; p:mRNA splicing,RNA binding,f,230,0.7,0.078988,0.9968,6,1,1,5.0001,N
16563,YPR101W,SNT309,protein complex component associated with the splicing factor Prp19p,f:?; c:spliceosome complex; p:mRNA splicing,transcriptional activator,f,26,0.6,0.0041947,1,6,1,0,4.9991,N
3723,YPR144C,UTP19,U3 snoRNP protein,p:?; f:?; c:nucleus,RNA binding,f,230,0.7,0.091919,0.98229,5,2,1,4,Y
30515,YPR144C,UTP19,U3 snoRNP protein,p:?; f:?; c:nucleus,snoRNA binding,f,28,0.5,0.081711,0.9998,5,2,1,4,N
6772,YPR174C,YPR174C,,p:?; f:?; c:?,thiamin metabolism,p,15,0.2,0.27483,0.26937,3,2,1,1.0001,Y
9228,YPR174C,YPR174C,,p:?; f:?; c:?,thiamin biosynthesis,p,15,0.2,0.27483,0.26937,3,2,1,1.0001,N
